23738,46432,27037,21181,220,17501,0,17076,2621,16495,23593,16320,0,16373,49807,0,0,16835,50332,0,0,0,0,16790,13631,17530,0,17096,0,16477,28836,16585,39322,16306,36700,0,0,16857,23593,0,0,0,0,16783,51905,16780,45089,0,0,0
23738,46432,27037,21241,190,17501,49152,17075,34079,16495,23593,16320,0,16373,49807,0,0,16835,50332,0,0,0,0,16786,37749,17530,0,17096,0,16477,28836,16585,39322,16306,36700,0,0,16857,23593,0,0,0,0,16795,22544,16778,32506,0,0,0
